store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
,,Europaplatz 4,,Graz,,8020,Austria,0664 / 969 16 82,47.072723000000,15.417033000000,Monday:05:30 - 23:00;Tuesday:05:30 - 23:00;Wednesday:05:30 - 23:00;Thursday:05:30 - 23:00;Friday:05:30 - 23:00;Saturday:05:30 - 23:00;Sunday:05:30 - 23:00;holiday:05:30 - 23:00;,,0
,,Seiersberg 3,,Graz-Seiersberg,,8055,Austria,0664 / 840 43 97,47.014137000000,15.413945000000,Monday:08:00 - 20:00;Tuesday:08:00 - 20:00;Wednesday:08:00 - 20:00;Thursday:08:00 - 20:00;Friday:08:00 - 20:00;Saturday:08:00 - 18:30;Sunday:closed;holiday:closed;,,0
,,Rosentaler Strasse 129,,Klagenfurt,,9020,Austria,0676 898 388 804,46.606899000000,14.298900000000,Monday:06:30 - 01:00;Tuesday:06:30 - 01:00;Wednesday:06:30 - 01:00;Thursday:06:30 - 01:00;Friday:06:30 - 02:00;Saturday:06:30 - 02:00;Sunday:07:00 - 01:00;holiday:07:00 - 01:00;,,0
,,Favoritenstrasse 130,,Wien,,1100,Austria,01/607 37 51,48.175072000000,16.377634000000,Monday:06:00 - 01:00;Tuesday:06:00 - 01:00;Wednesday:06:00 - 01:00;Thursday:06:00 - 01:00;Friday:06:00 - 01:00;Saturday:07:00 - 01:00;Sunday:08:00 - 01:00;holiday:08:00 - 01:00;,,0
,,Mitterweg 1,,Innsbruck,,6020,Austria,0512/29 02 30,47.259399000000,11.378000000000,Monday:07:00 - 01:00;Tuesday:07:00 - 01:00;Wednesday:07:00 - 01:00;Thursday:07:00 - 01:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:08:00 - 01:00;holiday:08:00 - 01:00;,,0
,,"Wagramer Straße 81-83, Top 320 Donauzentrum",,Wien,,1220,Austria,0699/190 001 57,48.242504000000,16.435022000000,Monday:07:00 - 20:30;Tuesday:07:00 - 20:30;Wednesday:07:00 - 20:30;Thursday:07:00 - 20:30;Friday:07:00 - 20:30;Saturday:08:00 - 18:30;Sunday:closed;holiday:closed;,,0
,,Copy to Clipboard,,Neusiedl/See,,7100,Austria,02167/202 08,47.972157000000,16.838770000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 02:00;Saturday:07:00 - 02:00;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
,,"Gasometer A / Shopping Mall Guglgasse 12-14, Top 14/15",,Wien,,1110,Austria,0664 / 887 180 44,48.185132400000,16.417925000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 00:00;Saturday:07:00 - 00:00;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
,,Leopold Werndlstraße 2,,Steyr,,4400,Austria,07252/519 37,48.036987000000,14.414907000000,Monday:07:00 - 20:00;Tuesday:07:00 - 20:00;Wednesday:07:00 - 20:00;Thursday:07:00 - 20:00;Friday:07:00 - 20:00;Saturday:07:00 - 20:00;Sunday:closed;holiday:closed;,,0
,,Margaretengürtel 45,,Wien,,1050,Austria,01 / 5440930,48.179714000000,16.351185000000,Monday:07:00 - 02:00;Tuesday:07:00 - 02:00;Wednesday:07:00 - 02:00;Thursday:07:00 - 02:00;Friday:07:00 - 05:00;Saturday:07:00 - 05:00;Sunday:07:00 - 02:00;holiday:07:00 - 02:00;,,0
,,"Waidhofner Straße 1, City Center Amstetten (CCA)",,Amstetten,,3300,Austria,07472/639 00,48.121449000000,14.867842000000,Monday:08:00 - 00:00;Tuesday:08:00 - 00:00;Wednesday:08:00 - 00:00;Thursday:08:00 - 00:00;Friday:08:00 - 00:00;Saturday:08:00 - 00:00;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
,,Ossiacherstraße 4,,Veit / Glan,,9300,Austria,0676 898 388 807,46.767056000000,14.360273000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
,,Diepoldsau Straße 51,,Hohenems,,6845,Austria,05576/428 68,47.374374000000,9.676279000000,Monday:07:00 - 01:00;Tuesday:07:00 - 01:00;Wednesday:07:00 -01:00;Thursday:07:00 - 01:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:07:00 - 01:00;holiday:07:00 - 01:00;,,0
,,Geierau 5,,Haag/Hausruck,,4680,Austria,07732/461 44,48.199394000000,13.642065000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 00:00;Saturday:07:00 - 00:00;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
,,"Karlsplatz / subway passage, local no. 1",,Wien,,1010,Austria,01/585 30 01,48.201000000000,16.367800000000,Monday:06:30 - 00:00;Tuesday:06:30 - 00:00;Wednesday:06:30 - 00:00;Thursday:06:30 - 00:00;Friday:06:30 - 04:00;Saturday:06:30 - 04:00;Sunday:06:30 - 00:00;holiday:06:30 - 00:00;,,0
,,Dr. Adolf Schärf-Straße 12,,Pölten,,3107,Austria,02742/266 30,48.221767000000,15.638945000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
,,Eisenfeldstraße 2a,,Wels,,4600,Austria,07242/206 999,48.165974000000,14.038630000000,Monday:08:00 - 00:00;Tuesday:08:00 - 00:00;Wednesday:08:00 - 00:00;Thursday:08:00 - 00:00;Friday:08:00 - 00:00;Saturday:08:00 - 00:00;Sunday:09:00 - 00:00;holiday:09:00 - 00:00;,,0
,,Business Street 10,,Loosdorf,,3382,Austria,02754/567 81,48.189819000000,15.409459000000,Monday:06:00 - 01:00;Tuesday:06:00 - 01:00;Wednesday:06:00 - 01:00;Thursday:06:00 - 01:00;Friday:06:00 - 02:00;Saturday:06:00 - 02:00;Sunday:06:00 - 01:00;holiday:06:00 - 01:00;,,0
,,Wienerstrasse 13,,Knittelfeld,,8720,Austria,03512/821 99,47.216873000000,14.826988000000,Monday:06:30 - 23:00;Tuesday:06:30 - 23:00;Wednesday:06:30 - 23:00;Thursday:06:30 - 23:00;Friday:06:30 - 01:00;Saturday:06:30 - 01:00;Sunday:07:00 - 23:00;holiday:07:00 - 23:00;,,0
,,Europastraße 10,,Hallein,,5400,Austria,06245/779 11,47.684731000000,13.104214000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,7th Haiderquerstraße 2,,Wien,,1110,Austria,0664/88389553,48.181973000000,16.443731000000,Monday:06:00 - 00:00;Tuesday:06:00 - 00:00;Wednesday:06:00 - 00:00;Thursday:06:00 - 01:00;Friday:06:00 - 02:00;Saturday:06:00 - 02:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Ludwig-von-Höhnel-Gasse 15,,Wien,,1100,Austria,"01/6893663, 0664/8341633",48.159302000000,16.386999000000,Monday:06:00 - 01:00;Tuesday:06:00 - 01:00;Wednesday:06:00 - 01:00;Thursday:06:00 - 01:00;Friday:06:00 - 02:00;Saturday:07:00 - 02:00;Sunday:07:00 - 01:00;holiday:07:00 - 01:00;,,0
,,Am Tivoli 1,,Leoben,,8700,Austria,03842/289 00,47.376736000000,15.088957000000,Monday:06:30 - 00:00;Tuesday:06:30 - 00:00;Wednesday:06:30 - 00:00;Thursday:06:30 - 00:00;Friday:06:30 - 01:00;Saturday:06:30 - 01:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Landwehrstr. 6 / S014 (Huma EKZ),,Wien,,1110,Austria,0664 / 887 180 42,48.169453000000,16.471764000000,Monday:08:00 - 20:00;Tuesday:08:00 - 20:00;Wednesday:08:00 - 20:00;Thursday:08:00 - 20:00;Friday:08:00 - 20:00;Saturday:08:00 - 18:00;Sunday:closed;holiday:closed;,,0
,,Palfengasse 2,,Johann / Pongau,,5600,Austria,06412/201 21,47.354202000000,13.195283000000,Monday:07:00 - 23:30;Tuesday:07:00 - 23:30;Wednesday:07:00 - 23:30;Thursday:07:00 - 00:00;Friday:07:00 - 00:00;Saturday:07:00 - 00:00;Sunday:08:00 - 23:30;holiday:08:00 - 23:30;,,0
,,"Shopping Center Nord, Ignaz-Köck-Straße 1",,Wien,,1210,Austria,0664 / 884 695 89,48.267761000000,16.397957000000,Monday:09:00 - 19:00;Tuesday:09:00 - 19:00;Wednesday:09:00 - 19:00;Thursday:09:00 - 19:00;Friday:09:00 - 19:00;Saturday:09:00 - 19:00;Sunday:13:00 - 20:00;holiday:closed;,,0
,,Copy to Clipboard,,Klosterneuburg,,3400,Austria,02243/201 50,48.302513000000,16.330759000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Mitschastraße 37a,,Mistelbach,,2130,Austria,02572/203 00,48.562885000000,16.576908000000,Monday:06:00 - 00:00;Tuesday:06:00 - 00:00;Wednesday:06:00 - 00:00;Thursday:06:00 - 00:00;Friday:06:00 - 02:00;Saturday:06:00 - 02:00;Sunday:06:00 - 00:00;holiday:06:00 - 00:00;,,0
,,Hietzinger Kai 137,,Wien,,1130,Austria,01/877 94 94,48.191601000000,16.278400000000,Monday:06:30 - 00:00;Tuesday:06:30 - 00:00;Wednesday:06:30 - 00:00;Thursday:06:30 - 00:00;Friday:06:30 - 01:00;Saturday:08:00 - 01:00;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
,,Aubauerstraße 15,,Gmunden,,4810,Austria,07612 770 60,47.931194000000,13.785700000000,Monday:08:00 - 00:00;Tuesday:08:00 - 00:00;Wednesday:08:00 - 00:00;Thursday:08:00 - 00:00;Friday:08:00 - 00:00;Saturday:08:00 - 00:00;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
,,Handelskai 130,,Wien,,1020,Austria,01/218 53 37,48.233536000000,16.394796000000,Monday:07:00 - 01:00;Tuesday:07:00 - 01:00;Wednesday:07:00 - 01:00;Thursday:07:00 - 01:00;Friday:07:00 - 02:00;Saturday:07:00 - 02:00;Sunday:07:00 - 01:00;holiday:07:00 - 01:00;,,0
,,Women 's,,Deutschlandsberg,,8530,Austria,0664/9691684,46.819374000000,15.228687000000,Monday:07:00 - 23:00;Tuesday:07:00 - 23:00;Wednesday:07:00 - 23:00;Thursday:07:00 - 23:00;Friday:07:00 - 00:00;Saturday:07:00 - 00:00;Sunday:07:00 - 23:00;holiday:07:00 - 23:00;,,0
,,Copy to Clipboard,,Lienz / East Tyrol,,9900,Austria,04852/711 66,46.829655000000,12.772283000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 00:30;Saturday:07:00 - 00:30;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
,,Freistadtstraße 298,,Linz-Dornach,,4040,Austria,0732/25 01 74,48.328938000000,14.312246000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 02:00;Saturday:07:00 - 02:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Copy to Clipboard,,Brunn / mountains,,2345,Austria,02236/352 73,48.112801000000,16.302700000000,Monday:06:30 - 01:00;Tuesday:06:30 - 01:00;Wednesday:06:30 - 01:00;Thursday:06:30 - 01:00;Friday:06:30 - 02:00;Saturday:06:30 - 02:00;Sunday:06:30 - 01:00;holiday:06:30 - 01:00;,,0
,,Leoganger Straße 16 A,,Saalfelden,,5760,Austria,06582/720 88,47.429008000000,12.843672000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 00:00;Saturday:08:00 - 00:00;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
,,Salzburgerstraße 224,,Wels-West,,4600,Austria,07242/441 15,48.153557000000,13.987617000000,Monday:08:00 - 00:00;Tuesday:08:00 - 00:00;Wednesday:08:00 - 00:00;Thursday:08:00 - 00:00;Friday:08:00 - 00:00;Saturday:08:00 - 00:00;Sunday:09:00 - 00:00;holiday:09:00 - 00:00;,,0
,,Feldkirchnerstraße 128,,Klagenfurt,,9020,Austria,0676 898 388 809,46.640438000000,14.292003000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 02:00;Saturday:07:00 - 02:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,On the Leopoldauer Strasse 49,,Wien,,1210,Austria,0699/199 901 19,48.260159000000,16.411135000000,Monday:07:00 - 01:00;Tuesday:07:00 - 01:00;Wednesday:07:00 - 01:00;Thursday:07:00 - 01:00;Friday:07:00 - 02:00;Saturday:07:00 - 02:00;Sunday:07:00 - 01:00;holiday:07:00 - 01:00;,,0
,,Landstraße 3 (Taubenmarkt),,Linz,,4020,Austria,0732/78 16 22,48.304321000000,14.288406000000,Monday:07:00 - 01:00;Tuesday:07:00 - 01:00;Wednesday:07:00 - 01:00;Thursday:07:00 - 01:00;Friday:07:00 - 02:00;Saturday:07:00 - 02:00;Sunday:07:00 - 01:00;holiday:07:00 - 01:00;,,0
,,Eggendorferstraße 4,,Hartberg,,8230,Austria,03332 / 66644,47.283658000000,15.995310000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 02:00;Saturday:07:00 - 02:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Lugitschstraße 13,,Feldbach,,8330,Austria,03152/8141,46.956623000000,15.882822000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Copy to Clipboard,,Reutte,,6600,Austria,05672/732 32,47.482555000000,10.724835000000,Monday:08:00 - 00:00;Tuesday:08:00 - 00:00;Wednesday:08:00 - 00:00;Thursday:08:00 - 00:00;Friday:08:00 - 01:00;Saturday:07:00 - 01:00;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
,,Passthurnstraße 13,,Johann / Tirol,,6380,Austria,05352/613 33,47.518948000000,12.416190000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 00:00;Saturday:07:00 - 00:00;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
,,J. G. Ulmerstraße 1,,Dornbirn,,6850,Austria,05572/271 07,47.426228000000,9.740366000000,Monday:07:00 - 01:00;Tuesday:07:00 - 01:00;Wednesday:07:00 - 01:00;Thursday:07:00 - 01:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:07:00 - 01:00;holiday:07:00 - 01:00;,,0
,,Schlitters Nr. 27e,,Schlitters,,6262,Austria,05288/871 70,47.381332000000,11.833501000000,Monday:06:00 - 01:00;Tuesday:06:00 - 01:00;Wednesday:06:00 - 01:00;Thursday:06:00 - 01:00;Friday:06:00 - 02:00;Saturday:06:00 - 02:00;Sunday:06:00 - 01:00;holiday:06:00 - 01:00;,,0
,,Europastraße 3,,Leobersdorf,,2544,Austria,02256/632 62,47.931324000000,16.204748000000,Monday:05:00 - 00:00;Tuesday:05:00 - 00:00;Wednesday:05:00 - 00:00;Thursday:05:00 - 00:00;Friday:05:00 - 00:00;Saturday:05:00 - 00:00;Sunday:05:00 - 00:00;holiday:05:00 - 00:00;,,0
,,Pluskaufstraße 7 (Plus City),,Pasching,,4061,Austria,0664 / 88 66 27 93,48.243275000000,14.235785000000,Monday:08:00 - 20:00;Tuesday:08:00 - 20:00;Wednesday:08:00 - 20:00;Thursday:08:00 - 22:00;Friday:08:00 - 22:00;Saturday:08:00 - 22:00;Sunday:closed;holiday:closed;,,0
,,Friedrich-Thurnerstraße 18,,Innkreis,,4910,Austria,07752/899 90,48.212658000000,13.483068000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 00:00;Saturday:07:00 - 00:00;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
,,Fridolin Schröpfer-Platz 1,,Ischl,,4820,Austria,06132/211 11,47.710602000000,13.621300000000,Monday:08:00 - 00:00;Tuesday:08:00 - 00:00;Wednesday:08:00 - 00:00;Thursday:08:00 - 00:00;Friday:08:00 - 00:00;Saturday:08:00 - 00:00;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
,,Mariahilfer Straße 85-87,,Wien,,1060,Austria,01/585 49 49-0,48.197571000000,16.348345000000,Monday:07:00 - 01:00;Tuesday:07:00 - 01:00;Wednesday:07:00 - 01:00;Thursday:07:00 - 01:00;Friday:07:00 - 02:00;Saturday:07:00 - 02:00;Sunday:07:00 - 01:00;holiday:07:00 - 01:00;,,0
,,Julius Tandler Platz 3,,Wien,,1090,Austria,01/315 72 16,48.225727000000,16.361240000000,Monday:06:30 - 01:00;Tuesday:06:30 - 01:00;Wednesday:06:30 - 01:00;Thursday:06:30 - 01:00;Friday:06:30 - 01:00;Saturday:06:30 - 01:00;Sunday:06:30 - 01:00;holiday:06:30 - 01:00;,,0
,,Check In:,,Wien,,1190,Austria,01/367 66 94,48.243176000000,16.361937000000,Monday:06:00 - 04:00;Tuesday:06:00 - 04:00;Wednesday:06:00 - 04:00;Thursday:06:00 - 04:00;Friday:06:00 - 04:00;Saturday:06:00 - 04:00;Sunday:06:00 - 04:00;holiday:06:00 - 04:00;,,0
,,Triesterstr./Friedr. Schwarzottstr.,,Neunkirchen,,2620,Austria,02635/713 81,47.718678000000,16.071470000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 02:00;Saturday:07:00 - 02:00;Sunday:07:00 - 00:00;holiday:07:00 - 23:59;,,0
,,Kapellenweg 8,,Weiz,,8160,Austria,0664 / 846 67 98,47.206704000000,15.638209000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Andre Freyskorn-Straße 2,,Zwettl,,3910,Austria,02822/515 83,48.602093000000,15.186856000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 02:00;Saturday:07:00 - 02:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Europastraße 148/Europark,,Salzburg,,5020,Austria,0662/42 86 73,47.816124000000,13.005838000000,Monday:08:30 - 19:30;Tuesday:08:30 - 19:30;Wednesday:08:30 - 19:30;Thursday:08:30 - 19:30;Friday:08:30 - 21:00;Saturday:08:30 - 18:00;Sunday:closed;holiday:closed;,,0
,,Copy to Clipboard,,Korneuburg,,2100,Austria,02262/718 47,48.358948000000,16.312408000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Emperor Ebersdorferstraße 322,,Wien,,1110,Austria,0664 / 887 180 41,48.159328000000,16.470924000000,Monday:07:00 - 24:00;Tuesday:07:00 - 24:00;Wednesday:07:00 - 24:00;Thursday:07:00 - 24:00;Friday:07:00 - 02:00;Saturday:07:00 - 02:00;Sunday:07:00 - 24:00;holiday:07:00 - 24:00;,,0
,,Promenade 9,,Freistadt,,4240,Austria,07942/756 80,48.510521000000,14.501155000000,Monday:07:00 - 23:00;Tuesday:07:00 - 23:00;Wednesday:07:00 - 23:00;Thursday:07:00 - 23:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:08:00 - 23:00;holiday:08:00 - 23:00;,,0
,,Langgasse 48,,Imst,,6460,Austria,05412/632 32,47.230865000000,10.744500000000,Monday:07:00 - 01:00;Tuesday:07:00 - 01:00;Wednesday:07:00 - 01:00;Thursday:07:00 - 01:00;Friday:07:00 - 02:00;Saturday:06:00 - 02:00;Sunday:07:00 - 01:00;holiday:07:00 - 01:00;,,0
,,Kornfeldgasse 12,,Tribuswinkel,,2512,Austria,02252/458 00,47.990067000000,16.275312000000,Monday:06:30 - 00:00;Tuesday:06:30 - 00:00;Wednesday:06:30 - 00:00;Thursday:06:30 - 00:00;Friday:06:30 - 02:00;Saturday:07:00 - 02:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Weiberfelderweg 2,,Graz,,8054,Austria,,47.028301000000,15.400800000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Gschmeidlerstraße 14-18,,Hollabrunn,,2020,Austria,02952/306 20,48.564014000000,16.074135000000,Monday:06:00 - 00:00;Tuesday:06:00 - 00:00;Wednesday:06:00 - 00:00;Thursday:06:00 - 00:00;Friday:06:00 - 02:00;Saturday:06:00 - 02:00;Sunday:06:00 - 00:00;holiday:06:00 - 00:00;,,0
,,Breitenfurter Straße. 245-247,,Wien,,1230,Austria,01/803 64 64-0,48.152683000000,16.301764000000,Monday:06:00 - 01:00;Tuesday:06:00 - 01:00;Wednesday:06:00 - 01:00;Thursday:06:00 - 01:00;Friday:06:00 - 02:00;Saturday:07:00 - 02:00;Sunday:07:00 - 01:00;holiday:07:00 - 01:00;,,0
,,Nikolaus August Otto-Str. 1 / Wiener Str,,Neustadt,,2700,Austria,02622/811 11,47.843899000000,16.246300000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Gesäusestraße 1,,Liezen,,8940,Austria,03612/302 02,47.561447000000,14.247388000000,Monday:06:00 - 00:00;Tuesday:06:00 - 00:00;Wednesday:06:00 - 00:00;Thursday:06:00 - 00:00;Friday:06:00 - 01:00;Saturday:06:00 - 01:00;Sunday:06:00 - 00:00;holiday:06:00 - 00:00;,,0
,,Hamerlingstr. 1,,Linz,,4020,Austria,0664 88 66 27 94,48.290615000000,14.297446000000,Monday:07:00 - 23:00;Tuesday:07:00 - 23:00;Wednesday:07:00 - 23:00;Thursday:07:00 - 23:00;Friday:07:00 - 00:00;Saturday:08:00 - 00:00;Sunday:08:00 - 23:00;holiday:08:00 - 23:00;,,0
,,Bahnhofstraße 1,,Rosental / Voitsberg,,8582,Austria,0664/88662798,47.052906000000,15.126175000000,Monday:07:00 - 23:00;Tuesday:07:00 - 23:00;Wednesday:07:00 - 23:00;Thursday:07:00 - 23:00;Friday:07:00 - 00:00;Saturday:07:00 - 00:00;Sunday:07:00 - 23:00;holiday:07:00 - 23:00;,,0
,,Business Park Nord 13,,Gralla / Leibnitz,,8431,Austria,0664/88662797,46.805725000000,15.560583000000,Monday:06:00 - 01:00;Tuesday:06:00 - 01:00;Wednesday:06:00 - 01:00;Thursday:06:00 - 01:00;Friday:06:00 - 01:00;Saturday:07:00 - 01:00;Sunday:07:00 - 01:00;holiday:07:00 - 01:00;,,0
,,Industriestraße 7,,Vomp,,6134,Austria,05242/665 76,47.350349000000,11.698958000000,Monday:06:30 - 01:00;Tuesday:06:30 - 01:00;Wednesday:06:30 - 01:00;Thursday:06:30 - 01:00;Friday:06:30 - 02:00;Saturday:06:30 - 02:00;Sunday:06:30 - 01:00;holiday:07:00 - 01:00;,,0
,,Erlachweg 1,,Braunau,,5280,Austria,07722/832 24,48.253525000000,13.044782000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 00:00;Saturday:07:00 - 00:00;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
,,Hauptplatz 8,,Villach,,9500,Austria,04242/225 55 40,46.614677000000,13.847033000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 00:00;Saturday:07:00 - 00:00;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
,,Burggasse 138,,Judenburg,,8750,Austria,03572/428 80,47.172153000000,14.631542000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:07:00 - 00:00;,,0
,,Wiener Straße 96-102 (in the Bühl-Center),,Krems,,3500,Austria,02732/850 81,48.416500000000,15.621600000000,Monday:07:00 - 01:00;Tuesday:07:00 - 01:00;Wednesday:07:00 - 01:00;Thursday:07:00 - 01:00;Friday:07:00 - 04:00;Saturday:07:00 - 04:00;Sunday:07:00 - 01:00;holiday:07:00 - 01:00;,,0
,,Richard Strauss Str. 2 / corner Sterngasse,,Wien,,1230,Austria,01/6174670,48.148300000000,16.342501000000,Monday:06:30 - 00:00;Tuesday:06:30 - 00:00;Wednesday:06:30 - 00:00;Thursday:06:30 - 00:00;Friday:06:30 - 00:00;Saturday:07:00 - 00:00;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
,,Copy to Clipboard,,Fürstenfeld,,8280,Austria,03382/543 54,47.058304000000,16.067472000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Duke Friedrichstraße 35,,Innsbruck,,6020,Austria,0512/56 28 07,47.267502000000,11.393600000000,Monday:08:00 - 00:00;Tuesday:08:00 - 00:00;Wednesday:08:00 - 00:00;Thursday:08:00 - 00:00;Friday:08:00 - 01:00;Saturday:08:00 - 01:00;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
,,Pond road 3,,Langenrohr,,3442,Austria,02272/677 13,48.322552000000,16.027237000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 02:00;Saturday:07:00 - 02:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Poschacher Straße 12,,Mauthausen,,4310,Austria,07238/5680,48.239807000000,14.527962000000,Monday:08:00 - 00:00;Tuesday:08:00 - 00:00;Wednesday:08:00 - 00:00;Thursday:08:00 - 00:00;Friday:08:00 - 01:00;Saturday:08:00 - 01:00;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
