store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
Toulouse Labège,,Street Magellan,,Labège,,31670,France,05 82 60 02 87,43.548916,1.502738,sunday:10:30-23:00;monday:10:30-23:00;tuesday:10:30-23:00;wednesday:10:30-23:00;thursday:10:30-23:00;friday:10:30-23:00;saturday:10:30-23:00;,,0
Avignon Mistral 7,,Shopping Center Mistral 7/160 rue Eric Rohmer,,Montfavet,,84140,France,04 84 09 00 39 ,43.92175,4.861293,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-00:00;saturday:11:00-00:00;,,0
Istres,,Zac De Trigance / Allée Passe Pierre,,Istres,,13800,France,04 84 07 00 04,43.500798,4.96802,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-00:00;saturday:11:00-00:00;,,0
Boulogne Saint Martin,,Mont Joy Shopping,,Saint-Martin-Boulogne,,62280,France,03 66 53 00 12 ,50.72913,1.642263,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-00:00;saturday:11:00-00:00;,,0
Orléans Saran,,36 allée de Bel Air,,Saran,,45770,France,02 38 73 35 56 ,47.938288,1.893314,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-23:00;saturday:11:00-23:00;,,0
The Pecq,,"21, avenue Charle De Gaulle",,The Pecq,,78230,France,01 39 16 80 11,48.888726,2.103679,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-00:00;saturday:11:00-00:00;,,0
Montpellier Castelnau,,145 rue Alphonse Beau de Rochas,,Castelnau Le Lez,,34170,France,04 67 40 88 70,43.638142,3.929095,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-23:00;saturday:11:00-23:00;,,0
Lille Bondues,,Ravenna Roundabout,,Bondues,,59910,France,03 66 48 03 47 ,50.722941,3.127081,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-00:00;saturday:11:00-00:00;,,0
Blois,,Aire de Blois / Highway 10,,Villerbon,,41000,France,02 54 46 54 93,47.665191,1.386665,sunday:08:00-23:00;monday:08:00-22:30;tuesday:08:00-22:30;wednesday:08:00-22:30;thursday:08:00-22:30;friday:08:00-23:00;saturday:08:00-23:00;,,0
Avignon Courtine,,ZAC of Courtine / 435 rue Jean-marie Tjibaou,,Avignon,,84000,France,04 90 82 62 95,43.927121,4.790771,sunday:11:00-22:00;monday:11:00-22:00;tuesday:11:00-22:00;wednesday:11:00-22:00;thursday:11:00-22:00;friday:11:00-22:00;saturday:11:00-22:00;,,0
Lille Leers,,CC. Auchan / Avenue of Europe,,Leers,,59115,France,03 66 48 03 46 ,50.681388,3.224993,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-00:00;saturday:11:00-00:00;,,0
Epinay CGR,,Parking Cinema Mega CGR 5 avenue Joffre,,Epinay-sur-Seine,,93800,France,01 82 98 01 70,48.95671,2.302828,sunday:11:00-23:30;monday:11:00-23:30;tuesday:11:00-23:30;wednesday:11:00-23:30;thursday:11:00-23:30;friday:11:00-23:30;saturday:11:00-23:30;,,0
Nice Saint Isidore,,53 Boulevard des Jardiniers,,Nice,,06200,France,04 93 18 10 13,43.702094,7.189906,sunday:11:00-00:00;monday:11:00-00:00;tuesday:11:00-00:00;wednesday:11:00-00:00;thursday:11:00-00:00;friday:11:00-00:00;saturday:11:00-00:00;,,0
Paris Porte de Clichy,,187 avenue de Clichy,,Paris,,75017,France,01 42 29 24 02,48.894108,2.313621,sunday:11:00-23:30;monday:11:00-23:30;tuesday:11:00-23:30;wednesday:11:00-23:30;thursday:11:00-23:30;friday:11:00-23:30;saturday:11:00-23:30;,,0
Paris Opera Italy,,36 boulevard des Italiens,,Paris,,75009,France,01 82 73 01 75,48.871279,2.334972,sunday:11:00-00:00;monday:11:00-00:00;tuesday:11:00-00:00;wednesday:11:00-00:00;thursday:11:00-00:00;friday:11:05-02:00;saturday:11:00-02:00;,,0
O'Parinor,,The Top of Galy,,Aulnay sous Bois,,93600,France,01 82 99 00 72,48.95685,2.475203,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-00:00;saturday:11:00-00:00;,,0
Nevers dream,,The Aviation Field / 57 route de Fourchambault,,dreams,,58180,France,03 73 00 00 08,46.999718,3.105758,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-23:00;saturday:11:00-23:00;,,0
Vichy Bellerive sur Allier,,ZAC Champs Navarre - 2 Rue Rhin and Danube,,Bellerive Sur Allier,,03700,France,04 15 19 00 04,46.1142239,3.41618130000006,sunday:-;monday:-;tuesday:-;wednesday:-;thursday:-;friday:-;saturday:-;,,0
Nemours Ash,,Aire de Nemours - Motorway A6,,Nemours,,77140,France,01 64 78 51 70,48.262157806824,2.72197582429498,sunday:10:00-00:00;monday:10:00-23:00;tuesday:10:00-23:00;wednesday:10:00-23:00;thursday:10:00-23:00;friday:10:00-00:00;saturday:10:00-00:00;,,0
Chemin de Marennes,,Area of ​​Saint Léger A10,,SAINT LEGER,,17800,France,05 46 91 95 30 ,45.61318043,-0.603465493,sunday:08:00-22:00;monday:08:00-22:00;tuesday:08:00-22:00;wednesday:08:00-22:00;thursday:08:00-22:00;friday:08:00-22:00;saturday:08:00-22:00;,,0
Compiègne Mercières,,Zac des Mercières - 2 rue Henri Adnot,,Compiègne,,60200,France,03 65 52 00 62,49.38749,2.787235,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-23:00;saturday:11:00-23:00;,,0
Moulins Doors of L'Allier,,The Portes de l'Allier,,Avermes,,03000,France,04 15 18 00 03,46.590664,3.322858,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-23:00;saturday:11:00-23:00;,,0
Montpellier Odysseum,,Odysseum Shopping Center - 2 Lisbon Square,,Montpellier,,34000,France,04 11 57 01 37,43.6031952,3.9153439,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-23:00;saturday:11:00-23:00;,,0
Vinassan,,Lime kiln road,,Vinassan,,11110,France,04 68 58 12 30,43.202888,3.074201,sunday:11:00-22:00;monday:11:00-22:00;tuesday:11:00-22:00;wednesday:11:00-22:00;thursday:11:00-22:00;friday:11:00-22:00;saturday:11:00-22:00;,,0
Bordeaux Sainte-Catherine,,170-180 rue Sainte Catherine,,Bordeaux,,33000,France,05 35 14 01 83,44.83555,-0.5733308,sunday:11:00-00:00;monday:11:00-00:00;tuesday:11:00-00:00;wednesday:11:00-00:00;thursday:11:00-00:00;friday:11:00-02:00;saturday:11:00-02:00;,,0
Granville,,21 rue du Mesnil,,Granville,,50400,France,02 61 23 00 26,48.8381609,-1.56644989999995,sunday:11:00-22:00;monday:11:00-22:00;tuesday:11:00-22:00;wednesday:11:00-22:00;thursday:11:00-22:00;friday:11:00-23:00;saturday:11:00-23:00;,,0
Cormeilles en Parisis,,2 alley of the coudré,,Cormeilles-en-Parisis,,95240,France,01 83 04 00 51,48.950091,2.204840,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-00:00;saturday:11:00-00:00;,,0
Mareuil-lès-Meaux,,ZAC the High Borne,,Mareuil-lès-Meaux,,77100,France,01 82 78 00 09,48.927228,2.85968,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-23:00;saturday:11:00-23:00;,,0
Nancy Saint-Dizier,,36 rue Saint Dizier,,Nancy,,54000,France,03 57 93 00 72,48.6903328,6.1823288,sunday:11:00-23:00;monday:10:30-23:00;tuesday:10:30-23:00;wednesday:10:30-23:00;thursday:10:30-23:00;friday:10:30-00:00;saturday:10:30-00:00;,,0
Toulouse Saint Orens,,CC St Orens - 2 allée des Champs Pinsons,,St Orens de Gameville,,31650,France,05 82 60 02 54,43.5630718,1.5193214,sunday:10:30-23:00;monday:10:30-23:00;tuesday:10:30-23:00;wednesday:10:30-23:00;thursday:10:30-23:00;friday:10:30-23:00;saturday:10:30-23:00;,,0
Seclin,,ZAC de l'Epinette - Angle of avenue de l'Epinette and rue de l'industrie,,Seclin,,59113,France,03 66 48 03 14,50.54969431,3.051377535,sunday:11:00-22:30;monday:11:00-22:30;tuesday:11:00-22:30;wednesday:11:00-22:30;thursday:11:00-22:30;friday:11:00-23:30;saturday:11:00-23:30;,,0
Rouen Barentin,,241 rue de la Liberté,,Barentin,,76360,France,02 78 65 00 40,49.5370047,0.9632102,sunday:10:30-22:00;monday:10:30-22:00;tuesday:10:30-22:00;wednesday:10:30-22:00;thursday:10:30-22:00;friday:10:30-23:00;saturday:10:30-23:00;,,0
Metz Semécourt,,Shopping center Auchan Sémécourt - rue du Pres des Meuniers,,Semecourt,,57280,France,03 72 00 00 54,49.195194,6.1463569,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-00:00;saturday:11:00-00:00;,,0
Nîmes Cap Costière,,Cap Costières Shopping Center - Vignoles Mas ZAC,,Nîmes,,30000,France,04 11 54 00 12,43.8124349,4.361956,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-00:00;saturday:11:00-00:00;,,0
Space Saint Quentin,,Shopping center espace St Quentin - Passage Georges Melies,,Montigny le bretonneux,,78180,France,01 82 84 01 02,48.782651,2.0426319,sunday:10:00-22:00;monday:10:00-22:00;tuesday:10:00-22:00;wednesday:10:00-22:00;thursday:10:00-22:00;friday:10:00-23:00;saturday:10:00-23:00;,,0
Nice Lingostière,,Nice Lingostière Shopping Center - 604 boulevard du Mercantour,,Nice,,06200,France,04 22 02 01 48,43.72758957,7.188524437,sunday:09:00-00:00;monday:09:00-00:00;tuesday:09:00-00:00;wednesday:09:00-00:00;thursday:09:00-00:00;friday:09:00-00:00;saturday:09:00-00:00;,,0
Douai,,Place dit Le Raquet - national road,,Lambres lez Douai,,59552,France,03 27 91 29 93,50.34779986,3.090473843,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-23:00;saturday:11:00-23:00;,,0
Strasbourg Train Station,,20 Station Square,,Strasbourg,,67000,France,03 67 02 00 78,48.5844573,7.73399814,sunday:10:00-23:00;monday:10:00-23:00;tuesday:10:00-23:00;wednesday:10:00-23:00;thursday:10:00-23:00;friday:10:00-23:00;saturday:10:00-23:00;,,0
Nantes Atlantis,,Centre commercial Atlantis - Porte d'Atlantis,,St Herblain,,44800,France,02 85 05 00 17,47.22515689,-1.63237631,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-00:00;saturday:11:00-00:00;,,0
Paris Montparnasse,,84 Boulevard du Montparnasse,,Paris,,75014,France,01 82 73 13 86,48.8427853,2.32633569,sunday:11:00-00:00;monday:11:00-00:00;tuesday:11:00-00:00;wednesday:11:00-00:30;thursday:11:00-00:30;friday:11:00-02:00;saturday:11:00-02:00;,,0
Saint Nazaire,,Street of the Chateau de Beauregard,,St Nazaire,,44600,France,02 85 07 00 03,47.2855485,-2.2597273,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-00:00;saturday:11:00-00:00;,,0
Ajaccio,,RN 194 - ZI de Baleone,,Sarrola Carcopino,,20167,France,04 20 09 00 09,41.955431,8.796033,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-00:00;saturday:11:00-00:00;,,0
Poitiers,,Shopping center Géant Beaulieu - 2 avenue de Lafayette,,Poitiers,,86000,France,05 79 65 00 24,46.5751232,0.371407,sunday:11:00-00:00;monday:11:00-00:00;tuesday:11:00-00:00;wednesday:11:00-00:00;thursday:11:00-00:00;friday:11:00-00:00;saturday:11:00-00:00;,,0
Toulon Mayol,,Mayol Shopping Center - Place Georges Pompidou,,Toulon,,83000,France,04 22 07 00 79,43.120508,5.93770399999994,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-00:00;saturday:11:00-00:00;,,0
Cormontreuil,,62 rue du commerce,,Cormontreuil,,51350,France,03 52 38 00 65,49.2171469,4.0609118,sunday:11:30-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-23:00;saturday:11:00-23:00;,,0
Troyes Saint Parres at Tertres,,1 rue des Perrières,,St Parres aux Tertres,,10410,France,03 52 35 00 29,48.2950776,4.1337718,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-23:00;saturday:11:00-23:00;,,0
Liévin,,11/13 rue François Courtin,,Liévin,,62800,France,03 66 54 00 66,50.4234905,2.7775153000000046,sunday:11:00-22:30;monday:11:00-22:30;tuesday:11:00-22:30;wednesday:11:00-22:30;thursday:11:00-22:30;friday:11:00-00:00;saturday:11:00-00:00;,,0
Aubervilliers,,Le Millénaire shopping center - ZAC du Canal Porte d'Aubervilliers,,Aubervilliers,,93300,France,01 82 98 01 29,48.9030079,2.3761955,sunday:10:00-22:00;monday:10:00-22:00;tuesday:10:00-22:00;wednesday:10:00-22:00;thursday:10:00-22:00;friday:10:00-22:00;saturday:10:00-22:00;,,0
Strasbourg La Vigie,,Commercial Zone of La Vigie - Rue du fort,,Geispolsheim,,67118,France,03 67 02 00 69,48.5254688,7.6894869,sunday:11:00-23:30;monday:11:00-23:30;tuesday:11:00-23:30;wednesday:11:00-23:30;thursday:11:00-23:30;friday:11:00-00:30;saturday:11:00-00:30;,,0
Creil Saint Maximin,,251 rue Louis Saint Just,,Saint Maximin,,60740,France,03 65 53 00 60,49.2440802,2.4706246000000647,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-23:00;saturday:11:00-23:00;,,0
Paris Accommodation,,15 Defense Parvis.,,Paris Accommodation,,92092,France,01 82 97 05 65,48.8910793,2.2391156,sunday:10:00-23:00;monday:10:00-23:00;tuesday:10:00-23:00;wednesday:10:00-23:00;thursday:10:00-23:00;friday:10:00-23:00;saturday:10:00-23:00;,,0
Euralille,,100 centre commercial EURALILLE,,Little,,59800,France,03 66 48 02 40,50.637431,3.074541,sunday:11:00-11:00;monday:11:00-11:00;tuesday:11:00-11:00;wednesday:11:00-11:00;thursday:11:00-11:00;friday:11:00-00:00;saturday:11:00-00:00;,,0
Neuilly Sur Seine,,107 Avenue Charles de Gaulle,,Neuilly Sur Seine,,92200,France,01 82 97 05 31,48.8810577,2.2707375999999613,sunday:11:00-01:30;monday:11:00-01:30;tuesday:11:00-01:30;wednesday:11:00-01:30;thursday:11:00-01:30;friday:11:00-02:00;saturday:11:00-02:00;,,0
Taponas,,Motorway A6 - Taponas area (south-north direction),,Taponas,,69220,France,04 74 66 19 80,46.121761,4.767245,sunday:08:00-23:00;monday:08:00-23:00;tuesday:08:00-23:00;wednesday:08:00-23:00;thursday:08:00-23:00;friday:08:00-01:00;saturday:08:00-01:00;,,0
Lyon Confluence,,"Shopping Center Lyon Confluence, 112 Cours Charlemagne - DRC Tramway",,Lyon,,69002,France,04 82 25 02 95,45.7408777,4.8189547,sunday:10:00-23:00;monday:10:00-23:00;tuesday:10:00-23:00;wednesday:10:00-23:00;thursday:10:00-23:00;friday:10:00-23:00;saturday:10:00-23:00;,,0
Troyes Sainte Savine,,CC The Escapade - 4 boulevard de l'Ouest,,Sainte Savine,,10300,France,03 52 35 00 21,48.3046528,4.0287724,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-23:00;saturday:11:00-23:00;,,0
Lyon Part Dieu,,Shopping Center Lyon Part Dieu - 17 Rue du Docteur Bouchut,,Lyon,,69003,France,04 82 25 02 97,45.7598702,4.8557707,sunday:09:00-23:30;monday:09:00-23:30;tuesday:09:00-23:30;wednesday:09:00-23:30;thursday:09:00-23:30;friday:09:00-23:30;saturday:09:00-23:30;,,0
Brest,,65 Rue Jean Jaurès,,Brest,,29200,France,01 82 97 05 32,48.39342120000001,-4.480781699999966,sunday:11:00-00:00;monday:11:00-00:00;tuesday:11:00-00:00;wednesday:11:00-00:00;thursday:11:00-00:00;friday:11:00-00:00;saturday:11:00-00:00;,,0
Le Mans,,9 rue des petits marnières,,St Saturnin,,72650,France,02 85 20 00 48,48.0479942,0.1691944000000376,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-00:00;saturday:11:00-00:00;,,0
Rosny 2,,Avenue of the General de Gaulle,,Rosny sous Bois,,93117,France,01 82 98 01 16,48.880609,2.4771393,sunday:10:00-00:00;monday:10:00-00:00;tuesday:10:00-00:00;wednesday:10:00-00:00;thursday:10:00-00:00;friday:10:00-00:00;saturday:10:00-00:00;,,0
Bonneuil,,8 avenue des Vingt-huit Arpents,,Bonneuil sur marne,,94380,France,01 83 01 02 18,48.7648285,2.476756900000055,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-23:30;saturday:11:00-23:30;,,0
Paris City of Science,,"City of Science-La Villette 30, Avenue Corentin Cariou",,Paris,,75019,France,01 82 73 13 75,48.895595,2.387915,sunday:11:00-21:00;monday:-;tuesday:11:00-18:00;wednesday:11:00-18:00;thursday:11:00-18:00;friday:11:00-18:00;saturday:11:00-21:00;,,0
Paris Alésia,,78/80 avenue du Général Leclerc,,Paris,,75014,France,01 82 73 14 96,48.8291002,2.3274802999999338,sunday:11:00-00:00;monday:11:00-00:00;tuesday:11:00-00:00;wednesday:11:00-00:00;thursday:11:00-00:00;friday:11:00-02:00;saturday:11:00-02:00;,,0
Creteil Sun,,"Shopping center Créteil Soleil, 101 avenue du Général de Gaulle",,Créteil,,94000,France,01 83 01 00 66,48.7798853,2.456227600000034,sunday:11:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-23:00;friday:11:00-23:00;saturday:11:00-23:00;,,0
Paris Boétie,,124 rue de la Boétie,,Paris,,75008,France,01 82 73 05 21,48.8711576,2.306220499999995,sunday:10:00-00:00;monday:10:00-00:00;tuesday:10:00-00:00;wednesday:10:00-00:00;thursday:10:00-00:00;friday:10:00-02:00;saturday:10:00-02:00;,,0
Reims City Center,,82 Place d'Erlon  ,,Reims,,51100,France,03 26 82 82 82,49.25670969999999,4.026674200000002,sunday:12:00-23:00;monday:11:00-23:00;tuesday:11:00-23:00;wednesday:11:00-23:00;thursday:11:00-00:00;friday:11:00-01:00;saturday:11:00-01:00;,,0
Marseilles Grand Littoral,,"Shopping Center Grand Littoral, 11 Avenue de Saint-Antoine",,Marseille Cedex 16,,13464,France,04 86 80 18 01,43.3639679,5.3494929999999385,sunday:-;monday:10:00-21:30;tuesday:10:00-21:30;wednesday:10:00-21:30;thursday:10:00-21:30;friday:10:00-21:30;saturday:10:00-21:30;,,0
Beaune A6,,"A6, Aire Beaune-Merceuil (South-North direction), Aire Beaune-Tailly (North-South direction)",,Merceuil,,21190,France,03 80 26 32 48,46.962388,4.8356111,sunday:10:00-01:00;monday:10:00-23:00;tuesday:10:00-23:00;wednesday:10:00-23:00;thursday:10:00-23:00;friday:10:00-01:00;saturday:10:00-01:00;,,0
Marseille-Marignane,,"Hall 1 - Public area, Marseille Provence Airport",,Marignane,,13700,France,04 42 14 29 80,43.433974 ,5.22034,sunday:10:00-23:30;monday:10:00-23:00;tuesday:10:00-23:00;wednesday:10:00-23:00;thursday:10:00-23:00;friday:10:00-23:30;saturday:10:00-23:30;,,0
Reims Ach,,"Aire de Reims, A4 Motorway, Eastern Highway",,The Little Lodges,,51400,France,03 26 08 15 28,49.1199722,4.2435555,sunday:08:00-23:00;monday:08:00-22:30;tuesday:08:00-22:30;wednesday:08:00-22:30;thursday:08:00-22:30;friday:08:00-23:00;saturday:08:00-23:00;,,0
Paris Saint-Lazare Train Station,,"Saint Lazare train station, 11 rue d'Amsterdam",,Paris,,75009,France,01 43 87 65 78,48.8768218,2.3266149,sunday:10:00-23:00;monday:10:00-23:00;tuesday:10:00-23:00;wednesday:10:00-23:00;thursday:10:00-23:00;friday:10:00-23:00;saturday:10:00-23:00;,,0
Calais Eurotunnel,,"Eurotunnel, Coquelles <br/> Bonded area",,Coquelles,,62231,France,03 21 97 22 62,50.9380219,1.8095029999999497,sunday:10:00-22:00;monday:10:00-22:00;tuesday:10:00-22:00;wednesday:10:00-22:00;thursday:10:00-22:00;friday:10:00-23:00;saturday:10:00-23:00;,,0
